nSoil_Types 2676
SOIL_NR	HORIZON	UD[mm]	LD[mm]	Clay[%]	SAND[%]	Bd[gcm-3]	Silt[%]
1405	7	500	800	14.5	60.5	1.32	
1405	8	800	1100	14.5	60.5	1.55	
1406	1	0	60	14.5	60.5	1.1	
1406	2	60	170	14.5	60.5	1.32	
1406	3	170	270	14.5	60.5	1.32	
1406	4	270	450	21.0	56.5	1.29	
1406	5	450	650	21.0	44.0	1.51	
1406	6	650	1000	21.0	56.5	1.52	
1406	7	1000	1250	21.0	56.5	1.72	
1406	8	1250	2000	10.0	65.0	1.58	
1407	1	0	100	4.0	31.0	1.34	
1407	2	100	250	12.5	42.5	1.31	
1407	3	250	450	12.5	42.5	1.31	
1407	4	450	650	21.0	34.0	1.27	
1407	5	650	850	21.0	44.0	1.51	
1407	6	850	1000	12.5	42.5	1.54	
1407	7	1000	1200	12.5	42.5	1.54	
1407	8	1200	2000	10.0	65.0	1.58	
1408	1	0	300	21.0	34.0	1.5	
1408	2	300	650	30.0	30.0	1.46	
1408	3	650	850	30.0	30.0	1.46	
1408	4	850	2000	2.5	92.5	1.63	
1409	1	0	300	21.0	34.0	1.5	
1409	2	300	800	30.0	30.0	1.46	
1409	3	800	2000	21.0	44.0	1.51	
1410	1	0	40	21.0	34.0	1.05	
1410	2	40	150	21.0	34.0	1.27	
1410	3	150	450	21.0	34.0	1.5	
1410	4	450	1100	30.0	30.0	1.46	
1410	5	1100	2000	12.5	30.0	1.53	
1411	1	0	300	23.5	19.0	1.48	
1411	2	300	800	35.0	10.0	1.41	
1411	3	800	1200	23.5	19.0	1.48	
1411	4	1200	1500	20.0	8.0	1.47	
1411	5	1500	2000	14.0	10.5	1.5	
1412	1	0	40	14.0	10.5	1.05	
1412	2	40	120	14.0	10.5	1.27	
1412	3	120	450	14.0	10.5	1.5	
1412	4	450	1000	23.5	19.0	1.68	
1412	5	1000	1500	14.0	10.5	1.5	
1412	6	1500	2000	14.0	10.5	1.5	
1413	1	0	100	23.5	19.0	1.48	
1413	2	100	500	23.5	19.0	1.48	
1413	3	500	1000	35.0	10.0	1.41	
1413	4	1000	2000	27.5	5.0	1.44	
1414	1	0	50	55.0	22.5	1.12	
1414	2	50	120	55.0	22.5	1.35	
1414	3	120	250	55.0	22.5	1.55	
1414	4	250	2000	55.0	22.5	1.55	
1415	1	0	60	23.5	19.0	1.03	
1415	2	60	120	23.5	19.0	1.25	
1415	3	120	250	23.5	19.0	1.48	
1415	4	250	450	35.0	10.0	1.41	
1415	5	450	600	50.0	10.0	1.55	
1415	6	600	900	55.0	22.5	1.55	
1415	7	900	2000	55.0	22.5	1.55	
1416	1	0	300	23.5	19.0	1.48	
1416	2	300	700	35.0	10.0	1.41	
1416	3	700	900	35.0	10.0	1.41	
1416	4	900	2000	55.0	22.5	1.55	
1417	1	0	120	35.0	10.0	1.18	
1417	2	120	350	35.0	10.0	1.41	
1417	3	350	700	55.0	22.5	1.35	
1417	4	700	2000	55.0	22.5	1.55	
1418	1	0	150	14.0	10.5	1.27	
1418	2	150	400	14.0	10.5	1.5	
1418	3	400	1000	35.0	10.0	1.41	
1418	4	1000	1500	23.5	19.0	1.48	
1418	5	1500	2000	23.5	19.0	1.48	
1419	1	0	150	14.0	10.5	1.27	
1419	2	150	300	14.0	10.5	1.5	
1419	3	300	900	35.0	10.0	1.41	
1419	4	900	1200	35.0	10.0	1.41	
1419	5	1200	2000	55.0	22.5	1.55	
1420	1	0	150	35.0	10.0	1.18	
1420	2	150	250	35.0	10.0	1.41	
1420	3	250	650	35.0	10.0	1.61	
1420	4	650	1300	35.0	10.0	1.61	
1420	5	1300	2000	2.5	92.5	1.63	
1421	1	0	60	30.0	30.0	1.01	
1421	2	60	150	30.0	30.0	1.23	
1421	3	150	300	30.0	30.0	1.46	
1421	4	300	600	30.0	30.0	1.46	
1421	5	600	1100	55.0	22.5	1.55	
1422	1	0	40	21.0	56.5	1.07	
1422	2	40	100	21.0	56.5	1.29	
1422	3	100	300	21.0	56.5	1.52	
1422	4	300	600	10.0	65.0	1.58	
1422	5	600	1100	2.5	92.5	1.63	
1423	1	0	60	6.5	76.0	1.15	
1423	2	60	400	6.5	76.0	1.6	
1423	3	400	700	55.0	37.5	1.57	
1423	4	700	1000	55.0	37.5	1.57	
1423	5	1000	2000	55.0	37.5	1.57	
1424	1	0	60	21.0	56.5	1.07	
1424	2	60	120	21.0	56.5	1.29	
1424	3	120	300	21.0	56.5	1.52	
1424	4	300	600	10.0	65.0	1.58	
1424	5	600	1100	6.5	76.0	1.6	
1425	1	0	50	21.0	44.0	1.06	
1425	2	50	100	21.0	44.0	1.06	
1425	3	100	250	21.0	44.0	1.28	
1425	4	250	400	21.0	56.5	1.52	
1425	5	400	750	10.0	65.0	1.58	
1425	6	750	2000	6.5	76.0	1.6	
1426	1	0	60	21.0	44.0	1.06	
1426	2	60	150	21.0	44.0	1.06	
1426	3	150	450	21.0	44.0	1.28	
1426	4	450	900	21.0	56.5	1.29	
1426	5	900	1500	10.0	65.0	1.58	
1426	6	1500	2000	10.0	65.0	1.58	
1427	1	0	60	21.0	44.0	1.06	
1427	2	60	150	21.0	44.0	1.06	
1427	3	150	400	21.0	44.0	1.28	
1427	4	400	900	21.0	56.5	1.52	
1427	5	900	1200	10.0	65.0	1.58	
1428	1	0	130	12.5	42.5	1.31	
1428	2	130	250	12.5	42.5	1.31	
1428	3	250	450	12.5	42.5	1.54	
1428	4	450	600	6.5	76.0	1.6	
1428	5	600	2000	6.5	76.0	1.6	
1429	1	0	60	10.0	65.0	1.13	
1429	2	60	120	10.0	65.0	1.13	
1429	3	120	450	10.0	65.0	1.35	
1429	4	450	800	6.5	76.0	1.6	
1429	5	800	2000	6.5	76.0	1.6	
1430	1	0	40	10.0	65.0	1.13	
1430	2	40	150	10.0	65.0	1.35	
1430	3	150	350	10.0	65.0	1.58	
1430	4	350	800	6.5	76.0	1.6	
1430	5	800	2000	6.5	76.0	1.6	
1431	1	0	40	21.0	34.0	1.05	
1431	2	40	100	21.0	34.0	1.05	
1431	3	100	250	21.0	34.0	1.27	
1431	4	250	750	21.0	44.0	1.51	
1431	5	750	1000	21.0	44.0	1.51	
1431	6	1000	2000	21.0	44.0	1.51	
1432	1	0	200	2.5	92.5	1.63	
1432	2	200	800	2.5	92.5	1.63	
1432	3	800	2000	2.5	92.5	1.63	
1433	1	0	300	14.5	60.5	1.55	
1433	2	300	2000	2.5	92.5	1.63	
1434	1	0	150	21.0	44.0	1.28	
1434	2	150	250	21.0	44.0	1.28	
1434	3	250	400	12.5	42.5	1.54	
1434	4	400	1000	14.5	60.5	1.55	
1434	5	1000	1300	2.5	92.5	1.63	
1434	6	1300	2000	2.5	92.5	1.63	
1435	1	0	300	21.0	56.5	1.52	
1435	2	300	400	21.0	56.5	1.52	
1435	3	400	1200	30.0	30.0	1.46	
1435	4	1200	2000	2.5	92.5	1.63	
1436	1	0	50	12.5	42.5	1.09	
1436	2	50	100	12.5	42.5	1.09	
1436	3	100	350	12.5	42.5	1.31	
1436	4	350	800	21.0	56.5	1.52	
1436	5	800	1300	6.5	76.0	1.6	
1436	6	1300	2000	2.5	92.5	1.63	
1437	1	0	300	30.0	30.0	1.46	
1437	2	300	500	21.0	44.0	1.51	
1437	3	500	2000	21.0	44.0	1.51	
1438	1	0	150	35.0	10.0	1.41	
1438	2	150	700	55.0	22.5	1.55	
1438	3	700	2000	35.0	10.0	1.61	
1439	1	0	200	21.0	44.0	1.28	
1439	2	200	550	21.0	44.0	1.28	
1439	3	550	1000	21.0	34.0	1.27	
1439	4	1000	2000	21.0	56.5	1.72	
1440	1	0	150	21.0	34.0	1.27	
1440	2	150	350	21.0	34.0	1.5	
1440	3	350	1100	21.0	44.0	1.51	
1440	4	1100	1400	21.0	56.5	1.52	
1440	5	1400	2000	21.0	56.5	1.52	
1441	1	0	150	12.5	30.0	1.3	
1441	2	150	350	12.5	30.0	1.3	
1441	3	350	600	21.0	34.0	1.27	
1441	4	600	1000	21.0	44.0	1.28	
1441	5	1000	2000	21.0	44.0	1.51	
1442	1	0	50	21.0	34.0	1.05	
1442	2	50	100	21.0	34.0	1.05	
1442	3	100	400	21.0	34.0	1.27	
1442	4	400	900	30.0	30.0	1.46	
1442	5	900	2000	21.0	44.0	1.51	
1443	1	0	50	21.0	34.0	1.05	
1443	2	50	100	21.0	34.0	1.05	
1443	3	100	400	21.0	34.0	1.27	
1443	4	400	1000	30.0	30.0	1.46	
1443	5	1000	2000	21.0	44.0	1.51	
1444	1	0	50	21.0	34.0	1.05	
1444	2	50	150	21.0	34.0	1.27	
1444	3	150	400	21.0	34.0	1.27	
1444	4	400	1100	30.0	30.0	1.46	
1444	5	1100	2000	21.0	34.0	1.5	
1445	1	0	300	21.0	34.0	1.5	
1445	2	300	600	30.0	30.0	1.46	
1445	3	600	800	21.0	44.0	1.51	
1445	4	800	2000	21.0	44.0	1.51	
1446	1	0	30	21.0	34.0	1.05	
1446	2	30	100	21.0	34.0	1.05	
1446	3	100	400	21.0	34.0	1.5	
1446	4	400	800	30.0	30.0	1.66	
1446	5	800	2000	30.0	30.0	1.66	
1447	1	0	50	21.0	34.0	1.05	
1447	2	50	200	21.0	34.0	1.27	
1447	3	200	800	55.0	22.5	1.55	
1447	4	800	2000	40.0	20.0	1.61	
1448	1	0	300	21.0	44.0	1.51	
1448	2	300	600	21.0	44.0	1.51	
1448	3	600	1200	21.0	44.0	1.51	
1448	4	1200	2000	30.0	30.0	1.46	
1449	1	0	450	21.0	44.0	1.28	
1449	2	450	700	21.0	44.0	1.51	
1449	3	700	2000	21.0	44.0	1.51	
1450	1	0	80	21.0	56.5	1.07	
1450	2	80	250	21.0	56.5	1.52	
1450	3	250	2000	21.0	56.5	1.52	
1451	1	0	300	14.0	10.5	1.5	
1451	2	300	800	14.0	10.5	1.5	
1451	3	800	1200	35.0	10.0	1.41	
1451	4	1200	1600	4.0	31.0	1.57	
1451	5	1600	2000	2.5	92.5	1.63	
1452	1	0	150	23.5	19.0	1.25	
1452	2	150	600	23.5	19.0	1.48	
1452	3	600	1000	21.0	34.0	1.5	
1452	4	1000	2000	10.0	65.0	1.58	
1453	1	0	150	21.0	44.0	1.28	
1453	2	150	250	21.0	44.0	1.28	
1453	3	250	400	21.0	56.5	1.52	
1453	4	400	700	10.0	65.0	1.58	
1453	5	700	1400	10.0	65.0	1.58	
1453	6	1400	2000	6.5	76.0	1.6	
1454	1	0	100	40.0	20.0	0.96	
1454	2	100	340	40.0	20.0	0.96	
1454	3	340	500	40.0	20.0	1.18	
1454	4	500	1000	30.0	30.0	1.23	
1454	5	1000	2000	30.0	30.0	1.23	
1455	1	0	100	21.0	34.0	1.05	
1455	2	100	200	21.0	34.0	1.05	
1455	3	200	600	30.0	30.0	1.01	
1455	4	600	800	21.0	44.0	1.06	
1455	5	800	2000	4.0	51.0	1.14	
1456	1	0	150	12.5	30.0	1.3	
1456	2	150	250	12.5	30.0	1.3	
1456	3	250	500	12.5	30.0	1.53	
1456	4	500	1000	4.0	51.0	1.59	
1456	5	1000	2000	4.0	63.5	1.6	
1457	1	0	150	30.0	30.0	1.23	
1457	2	150	250	30.0	30.0	1.46	
1457	3	250	600	30.0	30.0	1.46	
1457	4	600	1600	10.0	65.0	1.58	
1457	5	1600	2000	2.5	92.5	1.63	
1458	1	0	250	10.0	12.5	1.07	
1458	2	250	2000	4.0	31.0	1.57	
1459	1	0	200	12.5	30.0	1.3	
1459	2	200	500	12.5	30.0	1.53	
1459	3	500	2000	4.0	31.0	1.57	
1460	1	0	150	30.0	30.0	1.46	
1460	2	150	800	30.0	30.0	1.46	
1460	3	800	900	30.0	30.0	1.46	
1460	4	900	1000	21.0	44.0	1.51	
1460	5	1000	2000	21.0	44.0	1.51	
1461	1	0	80	10.0	65.0	1.13	
1461	2	80	200	10.0	65.0	1.35	
1461	3	200	400	10.0	65.0	1.58	
1461	4	400	2000	10.0	65.0	1.58	
1462	1	0	50	12.5	30.0	1.08	
1462	2	50	150	12.5	30.0	1.08	
1462	3	150	400	12.5	30.0	1.3	
1462	4	400	1000	30.0	30.0	1.46	
1462	5	1000	2000	6.5	76.0	1.6	
1463	1	0	150	23.5	19.0	1.25	
1463	2	150	250	23.5	19.0	1.48	
1463	3	250	1000	55.0	22.5	1.55	
1463	4	1000	1500	55.0	22.5	1.55	
1464	1	0	50	12.5	30.0	1.08	
1464	2	50	100	12.5	30.0	1.3	
1464	3	100	400	12.5	30.0	1.53	
1464	4	400	1000	55.0	37.5	1.57	
1464	5	1000	1500	55.0	37.5	1.57	
1465	1	0	300	21.0	44.0	1.51	
1465	2	300	500	21.0	44.0	1.51	
1465	3	500	1100	30.0	30.0	1.46	
1466	1	0	120	30.0	30.0	1.01	
1466	2	120	250	30.0	30.0	1.01	
1466	3	250	350	30.0	30.0	1.23	
1466	4	350	800	30.0	30.0	1.46	
1466	5	800	1500	30.0	30.0	1.46	
1467	1	0	100	21.0	34.0	1.05	
1467	2	100	250	21.0	34.0	1.27	
1467	3	250	450	21.0	34.0	1.5	
1467	4	450	1100	21.0	34.0	1.5	
1468	1	0	200	14.5	60.5	1.32	
1468	2	200	300	12.5	42.5	1.54	
1468	3	300	1100	10.0	65.0	1.58	
1469	1	0	20	4.0	31.0	1.12	
1469	2	20	400	30.0	30.0	1.23	
1469	3	400	750	30.0	30.0	1.46	
1469	4	750	1200	10.0	65.0	1.58	
1469	5	1200	1400	10.0	65.0	1.58	
1469	6	1400	2000	6.5	76.0	1.6	
1470	1	0	200	14.5	60.5	1.32	
1470	2	200	300	12.5	42.5	1.54	
1470	3	300	1100	14.5	60.5	1.55	
1471	1	0	50	21.0	34.0	1.05	
1471	2	50	250	12.5	42.5	1.31	
1471	3	250	400	12.5	42.5	1.31	
1471	4	400	1100	10.0	65.0	1.58	
1472	1	0	20	5.0	90.0	1.18	
1472	2	20	100	7.0	73.0	1.37	
1472	3	100	800	5.0	80.0	1.62	
1472	4	800	2000	1.0	94.0	1.63	
1473	1	0	200	28.0	12.0	1.03	
1473	2	200	400	28.0	12.0	1.25	
1473	3	400	2000	28.0	12.0	1.25	
1474	1	0	250	25.0	15.0	1.48	
1474	2	250	450	8.0	62.0	1.37	
1474	3	450	1050	4.0	81.0	1.62	
1474	4	1050	2000	10.0	65.0	1.58	
1475	1	0	80	20.0	20.0	1.25	
1475	2	80	250	19.0	36.0	1.27	
1475	3	250	400	20.0	20.0	1.68	
1475	4	400	1000	16.0	29.0	1.53	
1475	5	1000	1200	55.0	25.0	1.7	
1475	6	1200	2000	55.0	25.0	1.7	
1476	1	0	80	20.0	20.0	1.25	
1476	2	80	250	19.0	36.0	1.27	
1476	3	250	400	20.0	20.0	1.68	
1476	4	400	1000	16.0	29.0	1.53	
1476	5	1000	1200	55.0	25.0	1.7	
1476	6	1200	2000	55.0	25.0	1.7	
1477	1	0	150	25.0	15.0	1.165	
1477	2	150	1000	25.0	15.0	1.165	
1477	3	1000	2000	25.0	15.0	1.68	
1478	1	0	900	20.0	45.0	1.02	
1478	2	900	2000	20.0	45.0	1.51	
1479	1	0	150	15.0	10.0	1.27	
1479	2	150	700	15.0	10.0	1.5	
1479	3	700	1300	15.0	10.0	1.5	
1479	4	1300	2000	1.0	84.0	1.62	
1480	1	0	150	15.0	10.0	1.27	
1480	2	150	700	15.0	10.0	1.5	
1480	3	700	1300	15.0	10.0	1.5	
1480	4	1300	2000	1.0	84.0	1.62	
1481	1	0	50	0.0	95.0	1.18	
1481	2	50	850	0.0	95.0	1.4	
1481	3	850	950	0.0	95.0	1.63	
1481	4	950	2000	0.0	95.0	1.63	
1482	1	0	150	30.0	30.0	1.46	
1482	2	150	500	30.0	15.0	1.68	
1482	3	500	1900	35.0	10.0	1.76	
1482	4	1900	2000	60.0	5.0	1.7	
1483	1	0	300	10.0	65.0	1.13	
1483	2	300	450	15.0	60.0	1.32	
1483	3	450	1200	2.0	93.0	1.63	
1483	4	1200	2000	5.0	75.0	1.39	
1484	1	0	400	15.0	10.0	1.27	
1484	2	400	2000	10.0	15.0	1.52	
1485	1	0	250	18.0	52.0	1.32	
1485	2	250	550	18.0	52.0	1.55	
1485	3	550	750	20.0	45.0	1.71	
1485	4	750	2000	5.0	90.0	1.63	
1486	1	0	250	20.0	35.0	1.27	
1486	2	250	550	28.0	32.0	1.81	
1486	3	550	750	25.0	40.0	1.71	
1486	4	750	1000	25.0	40.0	1.51	
1486	5	1000	1400	20.0	45.0	1.51	
1486	6	1400	2000	20.0	45.0	1.51	
1487	1	0	50	20.0	20.0	1.48	
1487	2	50	400	20.0	45.0	1.71	
1487	3	400	1000	8.0	72.0	1.6	
1487	4	1000	2000	10.0	65.0	1.58	
1488	1	0	100	0.0	95.0	1.18	
1488	2	100	200	0.0	95.0	1.4	
1488	3	200	600	0.0	95.0	1.63	
1488	4	600	950	1.0	94.0	1.63	
1488	5	950	1250	1.0	84.0	1.62	
1488	6	1250	1550	5.0	80.0	1.62	
1488	7	1550	2000	30.0	30.0	1.81	
1489	1	0	300	20.0	20.0	1.48	
1489	2	300	400	20.0	10.0	1.47	
1489	3	400	800	35.0	10.0	1.76	
1489	4	800	2000	20.0	20.0	1.68	
1490	1	0	150	18.0	52.0	1.32	
1490	2	150	500	25.0	40.0	1.51	
1490	3	500	900	30.0	50.0	1.8	
1490	4	900	1200	28.0	52.0	1.8	
1490	5	1200	1350	22.0	43.0	1.71	
1490	6	1350	1800	22.0	58.0	1.52	
1490	7	1800	2000	3.0	92.0	1.63	
1491	1	0	250	10.0	65.0	1.13	
1491	2	250	450	20.0	45.0	1.28	
1491	3	450	1100	30.0	50.0	1.8	
1491	4	1100	2000	25.0	40.0	1.51	
1492	1	0	250	15.0	60.0	1.32	
1492	2	250	400	10.0	65.0	1.35	
1492	3	400	800	30.0	30.0	1.66	
1492	4	800	1000	20.0	45.0	1.51	
1492	5	1000	2000	20.0	35.0	1.5	
1493	1	0	300	20.0	60.0	1.29	
1493	2	300	950	20.0	45.0	1.71	
1493	3	950	1500	20.0	45.0	1.71	
1493	4	1500	2000	25.0	30.0	1.7	
1494	1	0	350	35.0	45.0	1.45	
1494	2	350	450	2.0	93.0	1.4	
1494	3	450	850	2.0	93.0	1.63	
1494	4	850	1150	20.0	60.0	1.87	
1494	5	1150	2000	5.0	75.0	1.62	
1495	1	0	300	15.0	60.0	1.32	
1495	2	300	450	20.0	45.0	1.28	
1495	3	450	650	30.0	50.0	1.65	
1495	4	650	850	40.0	20.0	1.76	
1495	5	850	1300	10.0	65.0	1.58	
1495	6	1300	2000	15.0	60.0	1.55	
1496	1	0	100	5.0	75.0	1.17	
1496	2	100	150	5.0	75.0	1.39	
1496	3	150	250	5.0	75.0	1.62	
1496	4	250	600	20.0	60.0	1.72	
1496	5	600	2000	15.0	60.0	1.55	
1497	1	0	250	10.0	65.0	1.13	
1497	2	250	400	5.0	80.0	1.39	
1497	3	400	800	20.0	60.0	1.72	
1497	4	800	2000	15.0	60.0	1.55	
1498	1	0	350	5.0	80.0	1.17	
1498	2	350	450	10.0	65.0	1.35	
1498	3	450	950	20.0	45.0	1.71	
1498	4	950	2000	15.0	60.0	1.55	
1499	1	0	50	5.0	80.0	1.17	
1499	2	50	250	5.0	80.0	1.39	
1499	3	250	450	5.0	80.0	1.39	
1499	4	450	600	10.0	65.0	1.58	
1499	5	600	800	10.0	65.0	1.58	
1499	6	800	1100	20.0	45.0	1.71	
1499	7	1100	1500	20.0	45.0	1.71	
1499	8	1500	2000	20.0	55.0	1.72	
1500	1	0	300	5.0	80.0	1.17	
1500	2	300	350	10.0	65.0	1.35	
1500	3	350	650	15.0	60.0	1.55	
1500	4	650	850	5.0	80.0	1.39	
1500	5	850	1400	10.0	65.0	1.58	
1500	6	1400	1800	10.0	65.0	1.58	
1500	7	1800	2000	20.0	60.0	1.72	
1501	1	0	250	15.0	60.0	1.32	
1501	2	250	350	10.0	65.0	1.35	
1501	3	350	900	20.0	60.0	1.72	
1501	4	900	2000	20.0	60.0	1.72	
1502	1	0	150	2.0	93.0	1.18	
1502	2	150	300	1.0	94.0	1.4	
1502	3	300	400	2.0	93.0	1.63	
1502	4	400	500	2.0	93.0	1.63	
1502	5	500	2000	2.0	93.0	1.4	
1503	1	0	300	5.0	80.0	1.39	
1503	2	300	800	5.0	80.0	1.39	
1503	3	800	2000	1.0	94.0	1.4	
1504	1	0	100	2.0	93.0	1.4	
1504	2	100	250	2.0	93.0	1.63	
1504	3	250	300	2.0	93.0	1.83	
1504	4	300	400	2.0	93.0	1.83	
1504	5	400	1600	2.0	93.0	1.63	
1504	6	1600	2000	2.0	93.0	1.63	
1505	1	0	300	3.0	92.0	1.18	
1505	2	300	2000	2.0	93.0	1.4	
1506	1	0	250	15.0	30.0	1.3	
1506	2	250	650	15.0	10.0	1.5	
1506	3	650	2000	20.0	20.0	1.68	
1507	1	0	300	15.0	10.0	1.27	
1507	2	300	600	15.0	10.0	1.27	
1507	3	600	1000	25.0	15.0	1.48	
1507	4	1000	2000	15.0	10.0	1.5	
1508	1	0	300	15.0	10.0	1.27	
1508	2	300	700	24.0	6.0	1.24	
1508	3	700	1050	24.0	6.0	1.47	
1508	4	1050	2000	15.0	10.0	1.27	
1509	1	0	300	20.0	10.0	1.24	
1509	2	300	500	22.0	8.0	1.47	
1509	3	500	600	20.0	10.0	1.47	
1509	4	600	800	12.0	13.0	1.5	
1509	5	800	1000	12.0	13.0	1.52	
1509	6	1000	1300	12.0	13.0	1.72	
1509	7	1300	2000	12.0	13.0	1.72	
1510	1	0	300	15.0	10.0	1.27	
1510	2	300	700	15.0	10.0	1.27	
1510	3	700	900	20.0	20.0	1.48	
1510	4	900	2000	20.0	20.0	1.48	
1511	1	0	300	15.0	10.0	1.27	
1511	2	300	500	20.0	10.0	1.24	
1511	3	500	650	24.0	6.0	1.67	
1511	4	650	900	24.0	6.0	1.67	
1511	5	900	1000	15.0	10.0	1.5	
1511	6	1000	2000	18.0	12.0	1.47	
1512	1	0	300	20.0	20.0	1.25	
1512	2	300	700	17.0	28.0	1.3	
1512	3	700	1000	20.0	20.0	1.68	
1512	4	1000	1350	18.0	47.0	1.51	
1512	5	1350	2000	15.0	30.0	1.3	
1513	1	0	250	15.0	10.0	1.27	
1513	2	250	400	20.0	10.0	1.47	
1513	3	400	1200	24.0	6.0	1.67	
1513	4	1200	2000	24.0	6.0	1.47	
1514	1	0	200	10.0	15.0	1.07	
1514	2	200	300	15.0	10.0	1.27	
1514	3	300	500	15.0	10.0	1.5	
1514	4	500	1150	20.0	20.0	1.83	
1514	5	1150	1500	20.0	20.0	1.68	
1514	6	1500	2000	20.0	35.0	1.7	
1515	1	0	250	15.0	10.0	1.27	
1515	2	250	500	15.0	10.0	1.27	
1515	3	500	700	25.0	20.0	1.68	
1515	4	700	950	25.0	20.0	1.68	
1515	5	950	2000	20.0	45.0	1.71	
1516	1	0	350	10.0	45.0	1.31	
1516	2	350	900	15.0	30.0	1.53	
1516	3	900	2000	10.0	45.0	1.54	
1517	1	0	300	15.0	25.0	1.3	
1517	2	300	400	15.0	25.0	1.3	
1517	3	400	800	20.0	20.0	1.68	
1517	4	800	950	15.0	60.0	1.55	
1517	5	950	2000	15.0	60.0	1.55	
1518	1	0	30	20.0	35.0	1.27	
1518	2	30	400	20.0	35.0	1.5	
1518	3	400	750	35.0	45.0	1.65	
1518	4	750	2000	20.0	45.0	1.71	
1519	1	0	200	15.0	10.0	1.27	
1519	2	200	300	20.0	10.0	1.47	
1519	3	300	550	20.0	10.0	1.47	
1519	4	550	800	25.0	20.0	1.83	
1519	5	800	1200	20.0	35.0	1.85	
1519	6	1200	2000	20.0	35.0	1.7	
1520	1	0	100	25.0	30.0	1.27	
1520	2	100	250	50.0	30.0	1.55	
1520	3	250	1100	60.0	20.0	1.7	
1521	1	0	100	40.0	20.0	1.41	
1521	2	100	400	50.0	30.0	1.55	
1521	3	400	1050	70.0	15.0	1.61	
1521	4	1050	2000	75.0	10.0	1.61	
1522	1	0	100	60.0	20.0	1.55	
1522	2	100	300	60.0	20.0	1.55	
1522	3	300	850	75.0	15.0	1.61	
1522	4	850	2000	70.0	20.0	1.61	
1523	1	0	200	20.0	45.0	1.28	
1523	2	200	450	20.0	35.0	1.7	
1523	3	450	750	30.0	50.0	1.8	
1523	4	750	2000	1.0	94.0	1.63	
1524	1	0	50	15.0	40.0	1.31	
1524	2	50	400	20.0	45.0	1.51	
1524	3	400	1100	20.0	60.0	1.72	
1525	1	0	50	20.0	35.0	1.27	
1525	2	50	250	30.0	30.0	1.66	
1525	3	250	650	15.0	60.0	1.55	
1525	4	650	2000	5.0	65.0	1.6	
1526	1	0	50	20.0	60.0	1.29	
1526	2	50	150	20.0	60.0	1.52	
1526	3	150	300	20.0	60.0	1.72	
1526	4	300	600	20.0	60.0	1.72	
1526	5	600	1200	15.0	60.0	1.55	
1527	1	0	200	15.0	30.0	1.3	
1527	2	200	500	25.0	20.0	1.48	
1527	3	500	850	15.0	15.0	1.5	
1527	4	850	2000	10.0	65.0	1.58	
1528	1	0	20	3.0	92.0	1.18	
1528	2	20	200	8.0	87.0	1.59	
1528	3	200	600	3.0	92.0	1.63	
1528	4	600	1100	2.0	93.0	1.63	
1529	1	0	100	30.0	30.0	1.46	
1529	2	100	400	30.0	30.0	1.66	
1529	3	400	450	30.0	30.0	1.66	
1529	4	450	600	20.0	45.0	1.71	
1529	5	600	800	30.0	50.0	1.8	
1529	6	800	1600	35.0	45.0	1.8	
1529	7	1600	2000	30.0	50.0	1.8	
1530	1	0	100	25.0	30.0	1.27	
1530	2	100	600	30.0	30.0	1.66	
1530	3	600	1000	15.0	60.0	1.55	
1530	4	1000	2000	35.0	10.0	1.76	
1531	1	0	100	6.0	74.0	1.15	
1531	2	100	250	6.0	74.0	1.37	
1531	3	250	350	15.0	60.0	1.55	
1531	4	350	600	20.0	60.0	1.52	
1531	5	600	2000	20.0	60.0	1.72	
1532	1	0	50	10.0	45.0	1.31	
1532	2	50	250	15.0	60.0	1.32	
1532	3	250	400	20.0	45.0	1.51	
1532	4	400	550	15.0	60.0	1.55	
1532	5	550	850	15.0	60.0	1.55	
1532	6	850	2000	10.0	65.0	1.58	
1533	1	0	250	5.0	65.0	1.37	
1533	2	250	350	10.0	65.0	1.35	
1533	3	350	600	10.0	65.0	1.35	
1533	4	600	1100	10.0	65.0	1.58	
1534	1	0	50	0.0	95.0	1.18	
1534	2	50	100	0.0	95.0	1.4	
1534	3	100	200	0.0	95.0	1.63	
1534	4	200	250	0.0	95.0	1.63	
1534	5	250	450	0.0	95.0	1.63	
1534	6	450	650	0.0	95.0	1.4	
1534	7	650	2000	0.0	95.0	1.18	
1535	1	0	250	10.0	35.0	1.3	
1535	2	250	400	15.0	30.0	1.3	
1535	3	400	900	15.0	30.0	1.53	
1535	4	900	1200	20.0	60.0	1.72	
1535	5	1200	1500	26.0	54.0	1.8	
1535	6	1500	2000	20.0	60.0	1.72	
1536	1	0	200	25.0	20.0	1.48	
1536	2	200	300	20.0	25.0	1.68	
1536	3	300	400	40.0	40.0	1.8	
1536	4	400	1100	40.0	40.0	1.8	
1537	1	0	100	65.0	15.0	1.55	
1537	2	100	300	65.0	15.0	1.7	
1537	3	300	1300	60.0	20.0	1.7	
1538	1	0	250	25.0	20.0	1.48	
1538	2	250	450	30.0	50.0	1.65	
1538	3	450	700	35.0	55.0	1.69	
1538	4	700	2000	30.0	60.0	1.69	
1539	1	0	50	35.0	45.0	1.45	
1539	2	50	200	40.0	40.0	1.8	
1539	3	200	350	40.0	40.0	1.65	
1539	4	350	600	50.0	30.0	1.7	
1539	5	600	2000	45.0	35.0	1.65	
1540	1	0	100	30.0	30.0	1.23	
1540	2	100	200	17.0	38.0	1.31	
